city,countyOrParish,stateOrProvince,address,shortAddress
Milton,Saratoga,NY,"204 Greenfield Avenue, Milton, NY 12020",204 Greenfield Avenue
Fort Plain,Montgomery,NY,"74 Mohawk Street, Fort Plain, NY 13339",74 Mohawk Street
Troy,Rensselaer,NY,"363 3rd Street, Troy, NY 12180",363 3rd Street
Windham,Greene,NY,"394 State Route 296, 1, Windham, NY 12496","394 State Route 296, 1"
Schenectady,Schenectady,NY,"1745 Nora Avenue, Schenectady, NY 12304",1745 Nora Avenue
Troy,Rensselaer,NY,"795 3rd Avenue, Troy, NY 12182",795 3rd Avenue
Brunswick,Rensselaer,NY,"75 Creek Road, Brunswick, NY 12198",75 Creek Road
Albany,Albany,NY,"733 Broadway, 107, Albany, NY 12207","733 Broadway, 107"
Ticonderoga,Essex,NY,"51 Sagamore Drive Drive, Ticonderoga, NY 12883",51 Sagamore Drive Drive
Northumberland,Saratoga,NY,"56 Baker Drive, Northumberland, NY 12831",56 Baker Drive
Schenectady,Schenectady,NY,"1752 Van Cortland Street, Schenectady, NY 12303",1752 Van Cortland Street
"Saratoga Springs, Inside",Saratoga,NY,"9 Spa Drive, Saratoga Springs, Inside, NY 12866",9 Spa Drive
Albany,Albany,NY,"30 O'Connell Street, Albany, NY 12209",30 O'Connell Street
Albany,Albany,NY,"140 Grand Street, Albany, NY 12202",140 Grand Street
Mechanicville,Saratoga,NY,"63 Pawling Avenue, Mechanicville, NY 12118",63 Pawling Avenue
Clifton Park,Saratoga,NY,"1026 Hatlee Road, Clifton Park, NY 12019",1026 Hatlee Road
Middleburgh,Schoharie,NY,"165 Milk Can Lane, Middleburgh, NY 12122",165 Milk Can Lane
Amsterdam,Montgomery,NY,"248 Church Street, Amsterdam, NY 12010",248 Church Street
Schenectady,Schenectady,NY,"806 Arch Street, Schenectady, NY 12307",806 Arch Street
Greenfield,Saratoga,NY,"125 Braim Road, Greenfield, NY 12833",125 Braim Road
Broadalbin,Fulton,NY,"112 Pike Avenue, Broadalbin, NY 12025",112 Pike Avenue
Albany,Albany,NY,"442 Hudson Avenue, Albany, NY 12203",442 Hudson Avenue
Granville,Washington,NY,"8368 State Route 22, Granville, NY 12832",8368 State Route 22
Mayfield,Fulton,NY,"106 Woody Lane, Mayfield, NY 12078",106 Woody Lane
Colonie,Albany,NY,"38 W Glenwood Drive, Colonie, NY 12110",38 W Glenwood Drive
Hartford,Washington,NY,"5698 County Route 30, Hartford, NY 12838",5698 County Route 30
Bethlehem,Albany,NY,"9 Standish Drive, Bethlehem, NY 12077",9 Standish Drive
Glens Falls,Warren,NY,"185 Bay Street, Glens Falls, NY 12801",185 Bay Street
North Hudson,Essex,NY,"85 Caza Turn Road, North Hudson, NY 12855",85 Caza Turn Road
Niskayuna,Schenectady,NY,"1147 Van Antwerp Road, Niskayuna, NY 12309",1147 Van Antwerp Road
Rotterdam,Schenectady,NY,"3 Tulip Street, Rotterdam, NY 12306",3 Tulip Street
Fort Edward,Washington,NY,"36 Henderson Way, Fort Edward, NY 12828",36 Henderson Way
Schenectady,Schenectady,NY,"148 Barrett Street, 6, Schenectady, NY 12305","148 Barrett Street, 6"
Halfmoon,Saratoga,NY,"3 Chateau Drive, Halfmoon, NY 12065",3 Chateau Drive
Ravena,Albany,NY,"7 Clearwater Street, Ravena, NY 12143",7 Clearwater Street
Brunswick,Rensselaer,NY,"2 Miller Avenue, Brunswick, NY 12180",2 Miller Avenue
Argyle,Washington,NY,"L4.3 County Rte 44, Argyle, NY 12809",L4.3 County Rte 44
Halfmoon,Saratoga,NY,"51 Cooks Court, Halfmoon, NY 12188",51 Cooks Court
Mechanicville,Saratoga,NY,"42-44 Saratoga Avenue, 3E, Mechanicville, NY 12118","42-44 Saratoga Avenue, 3E"
Glenville,Schenectady,NY,"35 Saratoga Drive, Glenville, NY 12302",35 Saratoga Drive
Rotterdam,Schenectady,NY,"2010 Curry Road, # 2 # 2, Rotterdam, NY 12303","2010 Curry Road, # 2 # 2"
Glenville,Schenectady,NY,"1108 North Road, Glenville, NY 12010",1108 North Road
Gloversville,Fulton,NY,"31 N Main Street, Gloversville, NY 12078",31 N Main Street
Clifton Park,Saratoga,NY,"12 Evergreen Avenue, Clifton Park, NY 12065",12 Evergreen Avenue
Albany,Albany,NY,"510 Bradford Street, G1, Albany, NY 12206","510 Bradford Street, G1"
Bethlehem,Albany,NY,"41 Egmont Court, Bethlehem, NY 12054",41 Egmont Court
Thurman,Warren,NY,"232 Mud Street, Thurman, NY 12810",232 Mud Street
Glens Falls,Warren,NY,"17 W Notre Dame Street, Glens Falls, NY 12801",17 W Notre Dame Street
Albany,Albany,NY,"267 Myrtle Avenue, Albany, NY 12208",267 Myrtle Avenue
Hoosick Falls,Rensselaer,NY,"166 Church Street, Hoosick Falls, NY 12090",166 Church Street
North Greenbush,Rensselaer,NY,"30 Geneva Boulevard, North Greenbush, NY 12198",30 Geneva Boulevard
Sand Lake,Rensselaer,NY,"19 Montgomery Court, Sand Lake, NY 12196",19 Montgomery Court
Albany,Albany,NY,"165 Whitehall Road, Albany, NY 12209",165 Whitehall Road
Saratoga Springs,Saratoga,NY,"37 Northway Court, Saratoga Springs, NY 12866",37 Northway Court
Schenectady,Schenectady,NY,"312 Twelfth Street, Schenectady, NY 12306",312 Twelfth Street
Plattsburgh,Clinton,NY,"2050 State Route 3, Plattsburgh, NY 12901",2050 State Route 3
Colonie,Albany,NY,"29 Forest Drive, Colonie, NY 12205",29 Forest Drive
Ballston,Saratoga,NY,"617 Cindy Lane, Ballston, NY 12020",617 Cindy Lane
Scotia,Schenectady,NY,"113 Vley Road, Scotia, NY 12302",113 Vley Road
"Saratoga Springs, Inside",Saratoga,NY,"19 Washington Street, 567 R, Saratoga Springs, Inside, NY 12866","19 Washington Street, 567 R"
Duanesburg,Schenectady,NY,"Lot 3 NY 30, Duanesburg, NY 12066",Lot 3 NY 30
Stuyvesant,Columbia,NY,"233 County Route 46, Stuyvesant, NY 12173",233 County Route 46
Bethlehem,Albany,NY,"8 Vagele Lane, Bethlehem, NY 12077",8 Vagele Lane
Hudson Falls,Washington,NY,"11 Pender Street, Hudson Falls, NY 12839",11 Pender Street
Bolton,Warren,NY,"16 Pioneer Village Road, Bolton, NY 12814",16 Pioneer Village Road
Greenville,Greene,NY,"436-450 Scutt Road, Greenville, NY 12083",436-450 Scutt Road
Colonie,Albany,NY,"6 Galileo Way, Colonie, NY 12110",6 Galileo Way
Albany,Albany,NY,"32 Marshall Street, Albany, NY 12209",32 Marshall Street
Green Island,Albany,NY,"93 Hudson Avenue, 2, Green Island, NY 12183","93 Hudson Avenue, 2"
Halfmoon,Saratoga,NY,"50 Sheldon Drive, Halfmoon, NY 12118",50 Sheldon Drive
Schodack,Rensselaer,NY,"2527 Phillips Road, Schodack, NY 12033",2527 Phillips Road
Queensbury,Warren,NY,"510 Upper Sherman Avenue, Queensbury, NY 12804",510 Upper Sherman Avenue
Out-of State,Berkshire,MA,"77 Bridges Road, Out-of State, MA 99999",77 Bridges Road
Malta,Saratoga,NY,"183 Arrow Wood Place, Malta, NY 12020",183 Arrow Wood Place
Ticonderoga,Essex,NY,"56 Cannonball Path, Ticonderoga, NY 12883",56 Cannonball Path
Clifton Park,Saratoga,NY,"1004 Hatlee Road, Clifton Park, NY 12019",1004 Hatlee Road
Saratoga Springs,Saratoga,NY,"326 Ballston Avenue, 3 3, Saratoga Springs, NY 12866","326 Ballston Avenue, 3 3"
Troy,Rensselaer,NY,"126 Maple Avenue, Troy, NY 12180",126 Maple Avenue
Malta,Saratoga,NY,"21 Wineberry Lane, Malta, NY 12020",21 Wineberry Lane
Watervliet,Albany,NY,"2408 3rd Avenue, Watervliet, NY 12189",2408 3rd Avenue
Troy,Rensselaer,NY,"84 Hill Street, Troy, NY 12180",84 Hill Street
Colonie,Albany,NY,"20 Hunting Road, Colonie, NY 12205",20 Hunting Road
Milton,Saratoga,NY,"660 Stark Terrace, Milton, NY 12020",660 Stark Terrace
Fort Ann,Washington,NY,"16 W Starbuck Lane, Fort Ann, NY 12827",16 W Starbuck Lane
St Johnsville,Montgomery,NY,"24 Bridge Street, St Johnsville, NY 13452",24 Bridge Street
Minden,Montgomery,NY,"739 State Route 163, Minden, NY 13339",739 State Route 163
Cambridge,Washington,NY,"380 Conley Road, Cambridge, NY 12816",380 Conley Road
Colonie,Albany,NY,"29 Prince Court, Colonie, NY 12211",29 Prince Court
Schoharie,Schoharie,NY,"236 Main Street, Schoharie, NY 12157",236 Main Street
Colonie,Albany,NY,"4 Renas Drive, Colonie, NY 12047",4 Renas Drive
Bethlehem,Albany,NY,"153 Kenwood Avenue, Bethlehem, NY 12054",153 Kenwood Avenue
Glens Falls,Warren,NY,"48 Haviland Avenue, Glens Falls, NY 12801",48 Haviland Avenue
Bethlehem,Albany,NY,"214 Winne Road, Bethlehem, NY 12054",214 Winne Road
Glens Falls,Warren,NY,"219 Ridge Street, Glens Falls, NY 12801",219 Ridge Street
Johnstown,Fulton,NY,"441 Steele Ave Extension, Johnstown, NY 12078",441 Steele Ave Extension
East Greenbush,Rensselaer,NY,"18 Berkshire Drive, East Greenbush, NY 12061",18 Berkshire Drive
Rensselaer,Rensselaer,NY,"52 Patroon Pointe Drive, Rensselaer, NY 12144",52 Patroon Pointe Drive
Colonie,Albany,NY,"37 Laura Drive, Colonie, NY 12110",37 Laura Drive
Brunswick,Rensselaer,NY,"542 McChesney Ave Extension, Brunswick, NY 12180",542 McChesney Ave Extension
Colonie,Albany,NY,"4 Hialeah Drive, Colonie, NY 12205",4 Hialeah Drive
Clifton Park,Saratoga,NY,"92 Westchester Drive, Clifton Park, NY 12065",92 Westchester Drive
Albany,Albany,NY,"3 N Manning Boulevard, Albany, NY 12206",3 N Manning Boulevard
Rensselaer,Rensselaer,NY,"507 Cedar Run, Rensselaer, NY 12144",507 Cedar Run
Kinderhook,Columbia,NY,"53 Plum Tree Drive, Kinderhook, NY 12184",53 Plum Tree Drive
Lake Luzerne,Warren,NY,"227 Ralph Road, Lake Luzerne, NY 12846",227 Ralph Road
Queensbury,Warren,NY,"38 Thunderbird Road, Queensbury, NY 12804",38 Thunderbird Road
Colonie,Albany,NY,"3 Newcomb Drive, Colonie, NY 12211",3 Newcomb Drive
Gloversville,Fulton,NY,"10 Windsor Drive, Gloversville, NY 12078",10 Windsor Drive
Albany,Albany,NY,"207 N Allen Street, Albany, NY 12206",207 N Allen Street
Cohoes,Albany,NY,"10 Younglove Avenue, Cohoes, NY 12047",10 Younglove Avenue
Valatie,Columbia,NY,"73 W West Shore Drive, Valatie, NY 12184",73 W West Shore Drive
Gloversville,Fulton,NY,"503 N Main Street, Gloversville, NY 12078",503 N Main Street
Watervliet,Albany,NY,"28 Vermont View Drive, 3, Watervliet, NY 12189","28 Vermont View Drive, 3"
"Saratoga Springs, Inside",Saratoga,NY,"134 WOODLAWN Avenue, Apt 4, Saratoga Springs, Inside, NY 12866","134 WOODLAWN Avenue, Apt 4"
Glenville,Schenectady,NY,"65 W St Stephens Lane, Glenville, NY 12302",65 W St Stephens Lane
Colonie,Albany,NY,"1881 Central Avenue, Colonie, NY 12205",1881 Central Avenue
Glenville,Schenectady,NY,"225 Droms Road, Glenville, NY 12302",225 Droms Road
Rensselaer,Rensselaer,NY,"107 3rd Avenue, Rensselaer, NY 12144",107 3rd Avenue
"Saratoga Springs, Inside",Saratoga,NY,"38 State Street, Saratoga Springs, Inside, NY 12866",38 State Street
Rotterdam,Schenectady,NY,"2081 Chepstow Road, Rotterdam, NY 12303",2081 Chepstow Road
Albany,Albany,NY,"312 Third Street, Albany, NY 12206",312 Third Street
Halfmoon,Saratoga,NY,"123 Upper Newtown Road, Halfmoon, NY 12065",123 Upper Newtown Road
Albany,Albany,NY,"54 James Street, 2, Albany, NY 12207","54 James Street, 2"
Bethlehem,Albany,NY,"136 Adams Place, Bethlehem, NY 12054",136 Adams Place
Argyle,Washington,NY,"L9 McNeil Road, Argyle, NY 12809",L9 McNeil Road
Brunswick,Rensselaer,NY,"2 Roberts Drive, Brunswick, NY 12180",2 Roberts Drive
Bethlehem,Albany,NY,"16 Woodridge Road, Bethlehem, NY 12054",16 Woodridge Road
Granville,Washington,NY,"10228 State Route 22, Granville, NY 12832",10228 State Route 22
Saratoga Springs,Saratoga,NY,"360 Broadway, 3w, Saratoga Springs, NY 12866","360 Broadway, 3w"
Carlisle,Schoharie,NY,"159 Shenendoah Drive, Carlisle, NY 12160",159 Shenendoah Drive
Albany,Albany,NY,"4 Berncliff Avenue, Albany, NY 12208",4 Berncliff Avenue
Glenville,Schenectady,NY,"4 Kevin Drive, Glenville, NY 12027",4 Kevin Drive
Saratoga Springs,Saratoga,NY,"219 Crescent Avenue, Saratoga Springs, NY 12866",219 Crescent Avenue
Schodack,Rensselaer,NY,"520 Morey Park Hill Road, Schodack, NY 12123",520 Morey Park Hill Road
Catskill,Greene,NY,"17 Glueck Lane, Catskill, NY 12463",17 Glueck Lane
Saratoga Springs,Saratoga,NY,"366 Louden Road, Saratoga Springs, NY 12866",366 Louden Road
Duanesburg,Schoharie,NY,"1172 Barton Hill Road, Duanesburg, NY 12053",1172 Barton Hill Road
Halfmoon,Saratoga,NY,"115 Vosburgh Road, Halfmoon, NY 12118",115 Vosburgh Road
Glenville,Schenectady,NY,"19 Lillian Drive, Glenville, NY 12302",19 Lillian Drive
Schuylerville,Saratoga,NY,"16 Morgans Run, Schuylerville, NY 12871",16 Morgans Run
Grafton,Rensselaer,NY,"39 S Long Pond Road, Grafton, NY 12052",39 S Long Pond Road
Guilderland,Albany,NY,"64 Eagles Gate, Guilderland, NY 12159",64 Eagles Gate
Niskayuna,Schenectady,NY,"842 Pearse Road, Niskayuna, NY 12309",842 Pearse Road
Albany,Albany,NY,"213 Jay Street, Albany, NY 12210",213 Jay Street
Blenheim,Schoharie,NY,"590 Bear Ladder Road, Blenheim, NY 12131",590 Bear Ladder Road
Wilton,Saratoga,NY,"71 Hearthstone Drive, Wilton, NY 12831",71 Hearthstone Drive
Ravena,Albany,NY,"10 Ridge Road, Ravena, NY 12143",10 Ridge Road
Providence,Saratoga,NY,"106 Prokop Road, Providence, NY 12025",106 Prokop Road
Schenectady,Schenectady,NY,"309 Chiswell Road, Schenectady, NY 12304",309 Chiswell Road
Mechanicville,Saratoga,NY,"113 S 3rd Avenue, Mechanicville, NY 12118",113 S 3rd Avenue
Fort Ann,Washington,NY,"1695 Pilot Knob Road, Fort Ann, NY 12844",1695 Pilot Knob Road
Albany,Albany,NY,"1006 Greenwich Drive, 6, Albany, NY 12203","1006 Greenwich Drive, 6"
Saratoga Springs,Saratoga,NY,"130 Excelsior Avenue, 214, Saratoga Springs, NY 12866","130 Excelsior Avenue, 214"
Bethlehem,Albany,NY,"346 Maple Avenue, Bethlehem, NY 12158",346 Maple Avenue
Clifton Park,Saratoga,NY,"78 Old Coach Road, Clifton Park, NY 12065",78 Old Coach Road
Colonie,Albany,NY,"7 Orlop Place, Colonie, NY 12110",7 Orlop Place
Richmondville,Schoharie,NY,"929 Brooker Hollow Road, Richmondville, NY 12149",929 Brooker Hollow Road
Whitehall,Washington,NY,"106-108 Main Street, Whitehall, NY 12887",106-108 Main Street
Guilderland,Albany,NY,"6 Zoar Avenue, Guilderland, NY 12203",6 Zoar Avenue
Albany,Albany,NY,"425 Clinton Avenue, Albany, NY 12206",425 Clinton Avenue
Schenectady,Schenectady,NY,"223-25 Furman Street, Schenectady, NY 12304",223-25 Furman Street
Bethlehem,Albany,NY,"110 Trinity Place, Bethlehem, NY 12158",110 Trinity Place
Cohoes,Albany,NY,"54 Sargent Street, Cohoes, NY 12047",54 Sargent Street
Bethlehem,Albany,NY,"42 Brookman Avenue, Bethlehem, NY 12054",42 Brookman Avenue
Halfmoon,Saratoga,NY,"10A Idared Lane, Halfmoon, NY 12065",10A Idared Lane
Guilderland,Albany,NY,"1324 Kings Road, Guilderland, NY 12303",1324 Kings Road
Troy,Rensselaer,NY,"184 6th Avenue, Troy, NY 12180",184 6th Avenue
Guilderland,Albany,NY,"608 Somerset Drive, Guilderland, NY 12159",608 Somerset Drive
Watervliet,Albany,NY,"1635 Ninth Avenue, Watervliet, NY 12189",1635 Ninth Avenue
Sand Lake,Rensselaer,NY,"28 Victor Lane, Sand Lake, NY 12018",28 Victor Lane
Ballston Spa,Saratoga,NY,"2874 Route 9, Ballston Spa, NY 12020",2874 Route 9
Schenectady,Schenectady,NY,"140 Clinton Street, Schenectady, NY 12305",140 Clinton Street
Clifton Park,Saratoga,NY,"10D Lacosta Drive, Clifton Park, NY 12065",10D Lacosta Drive
Schenectady,Schenectady,NY,"1668 Avenue B, Schenectady, NY 12308",1668 Avenue B
New Scotland,Albany,NY,"2958 New Scotland Road, New Scotland, NY 12186",2958 New Scotland Road
Saratoga Springs,Saratoga,NY,"195 W Circular Street, Saratoga Springs, NY 12866",195 W Circular Street
Amsterdam,Montgomery,NY,"70 Wesleyan Avenue, Amsterdam, NY 12010",70 Wesleyan Avenue
Rotterdam,Schenectady,NY,"385 Marengo Street, Rotterdam, NY 12306",385 Marengo Street
Gilboa,Schoharie,NY,"165 Lawrence Mtn Road, Gilboa, NY 12167",165 Lawrence Mtn Road
Albany,Albany,NY,"10 Elmhurst Avenue, Albany, NY 12203",10 Elmhurst Avenue
Amsterdam,Montgomery,NY,"52 Broad Street, Amsterdam, NY 12010",52 Broad Street
Bethlehem,Albany,NY,"1449 New Scotland Road, Bethlehem, NY 12159",1449 New Scotland Road
Albany,Albany,NY,"143 Manning Boulevard, Albany, NY 12203",143 Manning Boulevard
Troy,Rensselaer,NY,"103 Delaware Avenue, Troy, NY 12180",103 Delaware Avenue
Wilton,Saratoga,NY,"9 Greylock Drive, Wilton, NY 12831",9 Greylock Drive
Niskayuna,Schenectady,NY,"2254 Algonquin Road, Niskayuna, NY 12309",2254 Algonquin Road
Hartford,Washington,NY,"8360 State Route 40, Hartford, NY 12832",8360 State Route 40
Schoharie Village,Schoharie,NY,"161 Bridge Street, Schoharie Village, NY 12157",161 Bridge Street
Saratoga,Saratoga,NY,"2 Gick Road, Saratoga, NY 12866",2 Gick Road
Stephentown,Rensselaer,NY,"16575 State Route 22, Stephentown, NY 12168",16575 State Route 22
Rotterdam,Schenectady,NY,"3144 N Thompson Street, Rotterdam, NY 12306",3144 N Thompson Street
Rensselaerville,Albany,NY,"29 South Street, Rensselaerville, NY 12120",29 South Street
Palatine Bridge,Montgomery,NY,"73 W Grand Street, Palatine Bridge, NY 13428",73 W Grand Street
Queensbury,Warren,NY,"14 Barber Avenue, Queensbury, NY 12804",14 Barber Avenue
Saratoga Springs,Saratoga,NY,"88 Monroe Street, Saratoga Springs, NY 12866",88 Monroe Street
Colonie,Albany,NY,"35 Park Avenue, Colonie, NY 12110",35 Park Avenue
Troy,Rensselaer,NY,"194 6th Avenue, Troy, NY 12180",194 6th Avenue
Corinth,Saratoga,NY,"58 Atwell Road, Corinth, NY 12859",58 Atwell Road
Troy,Rensselaer,NY,"612 Apex Lane, 612, Troy, NY 12182","612 Apex Lane, 612"
Schenectady,Schenectady,NY,"4209 Menga Drive, Schenectady, NY 12304",4209 Menga Drive
Malta,Saratoga,NY,"10 Essex Street, Malta, NY 12020",10 Essex Street
Colonie,Albany,NY,"50 Emerick Lane, Colonie, NY 12211",50 Emerick Lane
Glenville,Schenectady,NY,"4 Socha Lane, Glenville, NY 12302",4 Socha Lane
Albany,Albany,NY,"687 Myrtle Avenue, Albany, NY 12208",687 Myrtle Avenue
Guilderland,Albany,NY,"3072 New Williamsburg Drive, Guilderland, NY 12303",3072 New Williamsburg Drive
Saratoga Springs,Saratoga,NY,"78 Church Street, 503, Saratoga Springs, NY 12866","78 Church Street, 503"
Bethlehem,Albany,NY,"119 Orchard Street, Bethlehem, NY 12054",119 Orchard Street
Colonie,Albany,NY,"261 Old Niskayuna Road, A, Colonie, NY 12110","261 Old Niskayuna Road, A"
Amsterdam,Montgomery,NY,"252 Florida Avenue, Amsterdam, NY 12010",252 Florida Avenue
Hague,Warren,NY,"9813 Graphite Mountain Road, Hague, NY 12836",9813 Graphite Mountain Road
Bleecker,Fulton,NY,"L3 Goat Farm Road, Bleecker, NY 12078",L3 Goat Farm Road
Schenectady,Schenectady,NY,"2280 Pine Haven Drive, Schenectady, NY 12309",2280 Pine Haven Drive
Troy,Rensselaer,NY,"2338 15th Street, Troy, NY 12180",2338 15th Street
Saratoga Springs,Saratoga,NY,"79 Ballston Ave, 1A, Saratoga Springs, NY 12866","79 Ballston Ave, 1A"
Queensbury,Warren,NY,"144 N Sunnyside North, Queensbury, NY 12804",144 N Sunnyside North
Troy,Rensselaer,NY,"9 Robbins Avenue, Troy, NY 12180",9 Robbins Avenue
Albany,Albany,NY,"116 Homestead Avenue, Albany, NY 12203",116 Homestead Avenue
Stephentown,Rensselaer,NY,"201 Presbyterian Hill Road, Stephentown, NY 12168",201 Presbyterian Hill Road
Greenfield,Saratoga,NY,"45 Grange Road, Greenfield, NY 12833",45 Grange Road
Petersburgh,Rensselaer,NY,"59 Fox Way, Petersburgh, NY 12138",59 Fox Way
Sharon Springs,Schoharie,NY,"107 Park Street, Sharon Springs, NY 13459",107 Park Street
Amsterdam,Montgomery,NY,"7 Valley View Road, Amsterdam, NY 12010",7 Valley View Road
Guilderland,Albany,NY,"404 Sutton Pl Place, Guilderland, NY 12203",404 Sutton Pl Place
Ballston Spa,Saratoga,NY,"136 Saratoga Avenue, #1, Ballston Spa, NY 12020","136 Saratoga Avenue, #1"
Mohawk,Montgomery,NY,"127 Pilling Drive, Mohawk, NY 12068",127 Pilling Drive
Granville,Washington,NY,"148 Honey Hill Lane, Granville, NY 12832",148 Honey Hill Lane
Greenwich,Washington,NY,"727 County Route 77, Greenwich, NY 12834",727 County Route 77
South Glens Falls,Saratoga,NY,"8 Riverview Street, South Glens Falls, NY 12803",8 Riverview Street
Lake George,Warren,NY,"41 McCormack Drive, Lake George, NY 12845",41 McCormack Drive
Saratoga Springs,Saratoga,NY,"156 East Avenue, Saratoga Springs, NY 12866",156 East Avenue
New Scotland,Albany,NY,"68 Castle Road, New Scotland, NY 12186",68 Castle Road
Charlton,Saratoga,NY,"L5.022 Charlton Road, Charlton, NY 12302",L5.022 Charlton Road
Gloversville,Fulton,NY,"246 Woods Hollow Road, Gloversville, NY 12078",246 Woods Hollow Road
Saratoga Springs,Saratoga,NY,"17 York Avenue, Saratoga Springs, NY 12866",17 York Avenue
Halfmoon,Saratoga,NY,"10 Whitney Drive, Halfmoon, NY 12118",10 Whitney Drive
Queensbury,Warren,NY,"27 Willow Road, Queensbury, NY 12804",27 Willow Road
Mayfield,Fulton,NY,"442 State Highway 349, Mayfield, NY 12078",442 State Highway 349
Troy,Rensselaer,NY,"200 4th Street, 1st FL, Troy, NY 12180","200 4th Street, 1st FL"
Schodack,Rensselaer,NY,"1471 Van Hoesen Road, Schodack, NY 12033",1471 Van Hoesen Road
Troy,Rensselaer,NY,"832 5th Avenue, Troy, NY 12182",832 5th Avenue
Colonie,Albany,NY,"103 Waterman Avenue, Colonie, NY 12205",103 Waterman Avenue
White Creek,Washington,NY,"108 State Route 67, White Creek, NY 12057",108 State Route 67
Glens Falls,Warren,NY,"17 Keenan Street, Glens Falls, NY 12801",17 Keenan Street
Saratoga Springs,Saratoga,NY,"1000 A NY-29, Saratoga Springs, NY 12866",1000 A NY-29
Malta,Saratoga,NY,"10 Emma Lane, Malta, NY 12020",10 Emma Lane
Queensbury,Warren,NY,"1 Kiley Lane, Queensbury, NY 12804",1 Kiley Lane
Scotia,Schenectady,NY,"35 Wallace Street, Scotia, NY 12302",35 Wallace Street
Halfmoon,Saratoga,NY,"109 Vosburgh Road, Halfmoon, NY 12118",109 Vosburgh Road
Schenectady,Schenectady,NY,"1648 Rugby Road, Schenectady, NY 12309",1648 Rugby Road
Valatie,Columbia,NY,"3849 State Route 203, Valatie, NY 12184",3849 State Route 203
Minerva,Essex,NY,"158 John Brannon Road, Minerva, NY 12851",158 John Brannon Road
